Source,Technology,Factor_Type,Job_Type,Unit,Year,Value,Value_Numeric,Method_Applied,Mapped_Rutovitz_Tech,Rutovitz_2030_Factor,Mapped_Catalogue_Tech,Learning_Rate,Projection_Input,Base_Year,Projected_Year,Projected_Value,Interpolation_Method,Default_Source,Default_Source_Note
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2024,4.44,4.44,Original,,,,,,2024,2024,4.44,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2025,4.14713825833,4.14713825833,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2025,4.14713825833,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2026,3.85427651665,3.85427651665,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2026,3.85427651665,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2027,3.56141477498,3.56141477498,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2027,3.56141477498,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2028,3.2685530333,3.2685530333,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2028,3.2685530333,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2029,2.97569129163,2.97569129163,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2029,2.97569129163,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2030,2.68282954996,2.68282954996,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2030/2024=0.6042408896299716,2024,2030,2.68282954996,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2031,2.64458860045,2.64458860045,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2031,2.64458860045,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2032,2.60634765094,2.60634765094,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2032,2.60634765094,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2033,2.56810670144,2.56810670144,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2033,2.56810670144,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2034,2.52986575193,2.52986575193,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2034,2.52986575193,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2035,2.49162480242,2.49162480242,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2035,2.49162480242,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2036,2.45338385292,2.45338385292,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2036,2.45338385292,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2037,2.41514290341,2.41514290341,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2037,2.41514290341,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2038,2.37690195391,2.37690195391,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2038,2.37690195391,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2039,2.3386610044,2.3386610044,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2039,2.3386610044,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2040,2.30042005489,2.30042005489,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2040,2.30042005489,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2041,2.26217910539,2.26217910539,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2041,2.26217910539,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2042,2.22393815588,2.22393815588,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2042,2.22393815588,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2043,2.18569720637,2.18569720637,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2043,2.18569720637,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2044,2.14745625687,2.14745625687,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2044,2.14745625687,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2045,2.10921530736,2.10921530736,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2045,2.10921530736,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2046,2.07097435785,2.07097435785,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2046,2.07097435785,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2047,2.03273340835,2.03273340835,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2047,2.03273340835,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2048,1.99449245884,1.99449245884,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2048,1.99449245884,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2049,1.95625150933,1.95625150933,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2049,1.95625150933,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2050,1.91801055983,1.91801055983,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2050,1.91801055983,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2051,1.91801055983,1.91801055983,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2051,1.91801055983,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2052,1.91801055983,1.91801055983,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2052,1.91801055983,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2053,1.91801055983,1.91801055983,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2053,1.91801055983,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2054,1.91801055983,1.91801055983,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2054,1.91801055983,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Construction,Direct,job-yr/MW,2055,1.91801055983,1.91801055983,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2055,1.91801055983,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2024,0.31,0.31,Original,,,,,,2024,2024,0.31,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2025,0.289552445964,0.289552445964,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2025,0.289552445964,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2026,0.269104891928,0.269104891928,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2026,0.269104891928,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2027,0.248657337893,0.248657337893,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2027,0.248657337893,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2028,0.228209783857,0.228209783857,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2028,0.228209783857,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2029,0.207762229821,0.207762229821,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2029,0.207762229821,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2030,0.187314675785,0.187314675785,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2030/2024=0.6042408896299716,2024,2030,0.187314675785,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2031,0.184644699581,0.184644699581,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2031,0.184644699581,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2032,0.181974723377,0.181974723377,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2032,0.181974723377,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2033,0.179304747172,0.179304747172,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2033,0.179304747172,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2034,0.176634770968,0.176634770968,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2034,0.176634770968,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2035,0.173964794764,0.173964794764,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2035,0.173964794764,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2036,0.17129481856,0.17129481856,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2036,0.17129481856,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2037,0.168624842355,0.168624842355,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2037,0.168624842355,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2038,0.165954866151,0.165954866151,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2038,0.165954866151,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2039,0.163284889947,0.163284889947,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2039,0.163284889947,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2040,0.160614913742,0.160614913742,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2040,0.160614913742,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2041,0.157944937538,0.157944937538,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2041,0.157944937538,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2042,0.155274961334,0.155274961334,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2042,0.155274961334,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2043,0.15260498513,0.15260498513,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2043,0.15260498513,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2044,0.149935008925,0.149935008925,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2044,0.149935008925,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2045,0.147265032721,0.147265032721,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2045,0.147265032721,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2046,0.144595056517,0.144595056517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2046,0.144595056517,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2047,0.141925080312,0.141925080312,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2047,0.141925080312,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2048,0.139255104108,0.139255104108,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2048,0.139255104108,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2049,0.136585127904,0.136585127904,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2049,0.136585127904,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2050,0.1339151517,0.1339151517,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2050,0.1339151517,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2051,0.1339151517,0.1339151517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2051,0.1339151517,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2052,0.1339151517,0.1339151517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2052,0.1339151517,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2053,0.1339151517,0.1339151517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2053,0.1339151517,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2054,0.1339151517,0.1339151517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2054,0.1339151517,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),Manufacturing,Direct,job-yr/MW,2055,0.1339151517,0.1339151517,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2055,0.1339151517,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2024,0.23,0.23,Original,,,,,,2024,2024,0.23,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2025,0.219342365422,0.219342365422,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2025,0.219342365422,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2026,0.208684730843,0.208684730843,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2026,0.208684730843,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2027,0.198027096265,0.198027096265,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2027,0.198027096265,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2028,0.187369461686,0.187369461686,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2028,0.187369461686,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2029,0.176711827108,0.176711827108,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2029,0.176711827108,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2030,0.16605419253,0.16605419253,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,OPEX 2030/2024=0.7219747501285814,2024,2030,0.16605419253,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2031,0.164401544656,0.164401544656,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2031,0.164401544656,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2032,0.162748896782,0.162748896782,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2032,0.162748896782,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2033,0.161096248908,0.161096248908,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2033,0.161096248908,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2034,0.159443601035,0.159443601035,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2034,0.159443601035,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2035,0.157790953161,0.157790953161,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2035,0.157790953161,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2036,0.156138305287,0.156138305287,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2036,0.156138305287,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2037,0.154485657414,0.154485657414,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2037,0.154485657414,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2038,0.15283300954,0.15283300954,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2038,0.15283300954,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2039,0.151180361666,0.151180361666,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2039,0.151180361666,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2040,0.149527713792,0.149527713792,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2040,0.149527713792,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2041,0.147875065919,0.147875065919,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2041,0.147875065919,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2042,0.146222418045,0.146222418045,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2042,0.146222418045,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2043,0.144569770171,0.144569770171,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2043,0.144569770171,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2044,0.142917122298,0.142917122298,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2044,0.142917122298,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2045,0.141264474424,0.141264474424,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2045,0.141264474424,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2046,0.13961182655,0.13961182655,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2046,0.13961182655,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2047,0.137959178676,0.137959178676,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2047,0.137959178676,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2048,0.136306530803,0.136306530803,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2048,0.136306530803,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2049,0.134653882929,0.134653882929,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2049,0.134653882929,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2050,0.133001235055,0.133001235055,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2050,0.133001235055,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2051,0.133001235055,0.133001235055,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2051,0.133001235055,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2052,0.133001235055,0.133001235055,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2052,0.133001235055,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2053,0.133001235055,0.133001235055,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2053,0.133001235055,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2054,0.133001235055,0.133001235055,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2054,0.133001235055,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (distributed),O&M,Direct,job/MW,2055,0.133001235055,0.133001235055,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2055,0.133001235055,Linear interpolation to 2050; held constant after 2050,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2024,0.53,0.53,Original,,,,,,2024,2024,0.53,Known datapoint,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2025,0.495041278584,0.495041278584,Linear interpolation,,,Utility-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2025,0.495041278584,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2026,0.460082557168,0.460082557168,Linear interpolation,,,Utility-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2026,0.460082557168,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2027,0.425123835752,0.425123835752,Linear interpolation,,,Utility-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2027,0.425123835752,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2028,0.390165114336,0.390165114336,Linear interpolation,,,Utility-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2028,0.390165114336,Linear interpolation between known datapoints,Rutovitz 2025,
Rutovitz 2025,Battery storage (grid),Construction,Direct,job-yr/MW,2029,0.35520639292,0.35520639292,Linear interpolation,,,Utility-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2029,0.35520639292,Linear interpolation between known datapoints,Rutovitz 2025,
