Source,Technology,Factor_Type,Job_Type,Unit,Year,Value,Value_Numeric,Method_Applied,Mapped_Rutovitz_Tech,Rutovitz_2030_Factor,Mapped_Catalogue_Tech,Learning_Rate,Projection_Input,Base_Year,Projected_Year,Projected_Value
Rutovitz 2015,Hydro (small),Construction,Direct,job-yr/MW,2015,15.8,15.8,Original,,,,,,2015,2015,15.8
Rutovitz 2015,Hydro (small),Construction,Direct,job-yr/MW,2030,16.906000000000002,16.906,Rutovitz Table 9 decline to 2030,Hydro-small,1.07,,,Rutovitz Table 9 Latin America 2030,2015,2030,16.906
Rutovitz 2015,Hydro (small),Construction,Direct,job-yr/MW,2050,16.819960069085084,16.8199600691,CAPEX/OPEX ratio projection,Hydro-small,,Small RoR hydro power,,CAPEX 2050/2030=0.994910686684318,2030,2050,16.8199600691
Rutovitz 2015,Hydro (small),Manufacturing,Direct,job-yr/MW,2015,10.9,10.9,Original,,,,,,2015,2015,10.9
Rutovitz 2015,Hydro (small),Manufacturing,Direct,job-yr/MW,2030,11.663,11.663,Rutovitz Table 9 decline to 2030,Hydro-small,1.07,,,Rutovitz Table 9 Latin America 2030,2015,2030,11.663
Rutovitz 2015,Hydro (small),Manufacturing,Direct,job-yr/MW,2050,11.603643338799202,11.6036433388,CAPEX/OPEX ratio projection,Hydro-small,,Small RoR hydro power,,CAPEX 2050/2030=0.994910686684318,2030,2050,11.6036433388
Rutovitz 2015,Hydro (small),O&M,Direct,job/MW,2015,4.9,4.9,Original,,,,,,2015,2015,4.9
Rutovitz 2015,Hydro (small),O&M,Direct,job/MW,2030,5.243,5.243,Rutovitz Table 9 decline to 2030,Hydro-small,1.07,,,Rutovitz Table 9 Latin America 2030,2015,2030,5.243
Rutovitz 2015,Hydro (small),O&M,Direct,job/MW,2050,5.211415662650603,5.21141566265,CAPEX/OPEX ratio projection,Hydro-small,,Small RoR hydro power,,OPEX 2050/2030=0.993975903614458,2030,2050,5.21141566265
Rutovitz 2015,Nuclear,Construction,Direct,job-yr/MW,2015,19.6,19.6,Original,,,,,,2015,2015,19.6
Rutovitz 2015,Nuclear,Construction,Direct,job-yr/MW,2030,19.6,19.6,Rutovitz Table 9 decline to 2030,Nuclear,1.0,,,Rutovitz Table 9 Latin America 2030,2015,2030,19.6
Rutovitz 2015,Nuclear,Construction,Direct,job-yr/MW,2050,16.870886075949368,16.8708860759,CAPEX/OPEX ratio projection,Nuclear,,Nuclear PWR,,CAPEX 2050/2030=0.860759493670886,2030,2050,16.8708860759
Rutovitz 2015,Nuclear,Manufacturing,Direct,job-yr/MW,2015,1.3,1.3,Original,,,,,,2015,2015,1.3
Rutovitz 2015,Nuclear,Manufacturing,Direct,job-yr/MW,2030,1.3,1.3,Rutovitz Table 9 decline to 2030,Nuclear,1.0,,,Rutovitz Table 9 Latin America 2030,2015,2030,1.3
Rutovitz 2015,Nuclear,Manufacturing,Direct,job-yr/MW,2050,1.1189873417721519,1.11898734177,CAPEX/OPEX ratio projection,Nuclear,,Nuclear PWR,,CAPEX 2050/2030=0.860759493670886,2030,2050,1.11898734177
Rutovitz 2015,Nuclear,O&M,Direct,job/MW,2015,1.15,1.15,Original,,,,,,2015,2015,1.15
Rutovitz 2015,Nuclear,O&M,Direct,job/MW,2030,1.15,1.15,Rutovitz Table 9 decline to 2030,Nuclear,1.0,,,Rutovitz Table 9 Latin America 2030,2015,2030,1.15
Rutovitz 2015,Nuclear,O&M,Direct,job/MW,2050,1.0829166666666667,1.08291666667,CAPEX/OPEX ratio projection,Nuclear,,Nuclear PWR,,OPEX 2050/2030=0.9416666666666668,2030,2050,1.08291666667
Rutovitz 2015,Ocean,Construction,Direct,job-yr/MW,2015,10.2,10.2,Original,,,,,,2015,2015,10.2
Rutovitz 2015,Ocean,Construction,Direct,job-yr/MW,2030,7.037999999999999,7.038,Rutovitz Table 9 decline to 2030,Ocean,0.69,,,Rutovitz Table 9 Latin America 2030,2015,2030,7.038
Rutovitz 2015,Ocean,Construction,Direct,job-yr/MW,2050,7.037999999999999,7.038,Constant projection for unmapped catalogue ratio,Ocean,,,,No catalogue ratio mapping; value held constant,2030,2050,7.038
Rutovitz 2015,Ocean,Manufacturing,Direct,job-yr/MW,2015,10.2,10.2,Original,,,,,,2015,2015,10.2
Rutovitz 2015,Ocean,Manufacturing,Direct,job-yr/MW,2030,7.037999999999999,7.038,Rutovitz Table 9 decline to 2030,Ocean,0.69,,,Rutovitz Table 9 Latin America 2030,2015,2030,7.038
Rutovitz 2015,Ocean,Manufacturing,Direct,job-yr/MW,2050,7.037999999999999,7.038,Constant projection for unmapped catalogue ratio,Ocean,,,,No catalogue ratio mapping; value held constant,2030,2050,7.038
Rutovitz 2015,Ocean,O&M,Direct,job/MW,2015,0.6,0.6,Original,,,,,,2015,2015,0.6
Rutovitz 2015,Ocean,O&M,Direct,job/MW,2030,0.414,0.414,Rutovitz Table 9 decline to 2030,Ocean,0.69,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.414
Rutovitz 2015,Ocean,O&M,Direct,job/MW,2050,0.414,0.414,Constant projection for unmapped catalogue ratio,Ocean,,,,No catalogue ratio mapping; value held constant,2030,2050,0.414
Rutovitz 2015,Offshore wind,Construction,Direct,job-yr/MW,2015,8,8,Original,,,,,,2015,2015,8
Rutovitz 2015,Offshore wind,Construction,Direct,job-yr/MW,2030,6.16,6.16,Rutovitz Table 9 decline to 2030,Wind offshore,0.77,,,Rutovitz Table 9 Latin America 2030,2015,2030,6.16
Rutovitz 2015,Offshore wind,Construction,Direct,job-yr/MW,2050,4.315357198428583,4.31535719843,CAPEX/OPEX ratio projection,Wind offshore,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,4.31535719843
Rutovitz 2025,Offshore wind,Construction,Direct,job-yr/MW,2024,1.5,1.5,Original,,,,,,2024,2024,1.5
Rutovitz 2025,Offshore wind,Construction,Direct,job-yr/MW,2030,1.1197808930672095,1.11978089307,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2030/2024=0.7465205953781396,2024,2030,1.11978089307
Rutovitz 2025,Offshore wind,Construction,Direct,job-yr/MW,2050,0.7844569054481119,0.784456905448,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,0.784456905448
Danish QBIS 2020,Offshore wind,Construction&Manufacturing,Direct,job-yr/MW,2024,7544,7.544,Original,,,,,,2024,2024,7.544
Danish QBIS 2020,Offshore wind,Construction&Manufacturing,Direct,job-yr/MW,2030,5.631751371532685,5.63175137153,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2030/2024=0.7465205953781396,2024,2030,5.63175137153
Danish QBIS 2020,Offshore wind,Construction&Manufacturing,Direct,job-yr/MW,2050,3.9452952631337035,3.94529526313,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,3.94529526313
Rutovitz 2015,Offshore wind,Manufacturing,Direct,job-yr/MW,2015,15.6,15.6,Original,,,,,,2015,2015,15.6
Rutovitz 2015,Offshore wind,Manufacturing,Direct,job-yr/MW,2030,12.012,12.012,Rutovitz Table 9 decline to 2030,Wind offshore,0.77,,,Rutovitz Table 9 Latin America 2030,2015,2030,12.012
Rutovitz 2015,Offshore wind,Manufacturing,Direct,job-yr/MW,2050,8.414946536935735,8.41494653694,CAPEX/OPEX ratio projection,Wind offshore,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,8.41494653694
Rutovitz 2025,Offshore wind,Manufacturing,Direct,job-yr/MW,2024,13.68,13.68,Original,,,,,,2024,2024,13.68
Rutovitz 2025,Offshore wind,Manufacturing,Direct,job-yr/MW,2030,10.21240174477295,10.2124017448,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2030/2024=0.7465205953781396,2024,2030,10.2124017448
Rutovitz 2025,Offshore wind,Manufacturing,Direct,job-yr/MW,2050,7.15424697768678,7.15424697769,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,7.15424697769
Danish QBIS 2020,Offshore wind,O&M,Direct,job/MW,2024,1907,1.907,Original,,,,,,2024,2024,1.907
Danish QBIS 2020,Offshore wind,O&M,Direct,job/MW,2030,1.4236589861751152,1.42365898618,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2030/2024=0.7465437788018433,2024,2030,1.42365898618
Danish QBIS 2020,Offshore wind,O&M,Direct,job/MW,2050,0.9930460829493087,0.993046082949,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2050/2030=0.6975308641975309,2030,2050,0.993046082949
Rutovitz 2015,Offshore wind,O&M,Direct,job/MW,2015,0.2,0.2,Original,,,,,,2015,2015,0.2
Rutovitz 2015,Offshore wind,O&M,Direct,job/MW,2030,0.15400000000000003,0.154,Rutovitz Table 9 decline to 2030,Wind offshore,0.77,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.154
Rutovitz 2015,Offshore wind,O&M,Direct,job/MW,2050,0.10741975308641977,0.107419753086,CAPEX/OPEX ratio projection,Wind offshore,,Wind Offshore fixed bottom,,OPEX 2050/2030=0.6975308641975309,2030,2050,0.107419753086
Rutovitz 2025,Offshore wind,O&M,Direct,job/MW,2024,0.28,0.28,Original,,,,,,2024,2024,0.28
Rutovitz 2025,Offshore wind,O&M,Direct,job/MW,2030,0.20903225806451614,0.209032258065,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2030/2024=0.7465437788018433,2024,2030,0.209032258065
Rutovitz 2025,Offshore wind,O&M,Direct,job/MW,2050,0.14580645161290323,0.145806451613,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2050/2030=0.6975308641975309,2030,2050,0.145806451613
French QBIS 2023,Offshore wind (fixed),Construction&Manufacturing,Direct,job-yr/MW,2024,6810,6.81,Original,,,,,,2024,2024,6.81
French QBIS 2023,Offshore wind (fixed),Construction&Manufacturing,Direct,job-yr/MW,2030,5.083805254525131,5.08380525453,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2030/2024=0.7465205953781396,2024,2030,5.08380525453
French QBIS 2023,Offshore wind (fixed),Construction&Manufacturing,Direct,job-yr/MW,2050,3.5614343507344275,3.56143435073,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,CAPEX 2050/2030=0.7005449997448997,2030,2050,3.56143435073
French QBIS 2023,Offshore wind (fixed),O&M,Direct,job/MW,2024,1907,1.907,Original,,,,,,2024,2024,1.907
French QBIS 2023,Offshore wind (fixed),O&M,Direct,job/MW,2030,1.4236589861751152,1.42365898618,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2030/2024=0.7465437788018433,2024,2030,1.42365898618
French QBIS 2023,Offshore wind (fixed),O&M,Direct,job/MW,2050,0.9930460829493087,0.993046082949,CAPEX/OPEX ratio projection,,,Wind Offshore fixed bottom,,OPEX 2050/2030=0.6975308641975309,2030,2050,0.993046082949
French QBIS 2023,Offshore wind (floating),Construction&Manufacturing,Direct,job-yr/MW,2024,14.71,14.71,Original,,,,,,2024,2024,14.71
French QBIS 2023,Offshore wind (floating),Construction&Manufacturing,Direct,job-yr/MW,2030,14.71,14.71,CAPEX/OPEX ratio projection with constant bridge,,,Wind offshore floating,,CAPEX 2030/2024 unavailable; value held constant,2024,2030,14.71
French QBIS 2023,Offshore wind (floating),Construction&Manufacturing,Direct,job-yr/MW,2050,7.692907386094484,7.69290738609,CAPEX/OPEX ratio projection with constant bridge,,,Wind offshore floating,,CAPEX 2050/2030=0.5229712702987412,2030,2050,7.69290738609
French QBIS 2023,Offshore wind (floating),O&M,Direct,job/MW,2024,6040,6.04,Original,,,,,,2024,2024,6.04
French QBIS 2023,Offshore wind (floating),O&M,Direct,job/MW,2030,6.04,6.04,CAPEX/OPEX ratio projection with constant bridge,,,Wind offshore floating,,OPEX 2030/2024 unavailable; value held constant,2024,2030,6.04
French QBIS 2023,Offshore wind (floating),O&M,Direct,job/MW,2050,3.145253456221198,3.14525345622,CAPEX/OPEX ratio projection with constant bridge,,,Wind offshore floating,,OPEX 2050/2030=0.5207373271889401,2030,2050,3.14525345622
Rutovitz 2015,Oil and diesel,Construction,Direct,job-yr/MW,2015,1.3,1.3,Original,,,,,,2015,2015,1.3
Rutovitz 2015,Oil and diesel,Construction,Direct,job-yr/MW,2030,1.222,1.222,Rutovitz Table 9 decline to 2030,Oil,0.94,,,Rutovitz Table 9 Latin America 2030,2015,2030,1.222
Rutovitz 2015,Oil and diesel,Construction,Direct,job-yr/MW,2050,1.174037669486191,1.17403766949,CAPEX/OPEX ratio projection using proxy mapping,Oil,,SCGT (GAS),,CAPEX 2050/2030=0.9607509570263428,2030,2050,1.17403766949
Rutovitz 2015,Oil and diesel,Fuel,Fuel,job/PJ,2015,World avg 15.1 jobs/PJ,15.1,Original,,,,,,2015,2015,15.1
Rutovitz 2015,Oil and diesel,Manufacturing,Direct,job-yr/MW,2015,0.93,0.93,Original,,,,,,2015,2015,0.93
Rutovitz 2015,Oil and diesel,Manufacturing,Direct,job-yr/MW,2030,0.8742,0.8742,Rutovitz Table 9 decline to 2030,Oil,0.94,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.8742
Rutovitz 2015,Oil and diesel,Manufacturing,Direct,job-yr/MW,2050,0.8398884866324289,0.839888486632,CAPEX/OPEX ratio projection using proxy mapping,Oil,,SCGT (GAS),,CAPEX 2050/2030=0.9607509570263428,2030,2050,0.839888486632
Rutovitz 2015,Oil and diesel,O&M,Direct,job/MW,2015,0.14,0.14,Original,,,,,,2015,2015,0.14
Rutovitz 2015,Oil and diesel,O&M,Direct,job/MW,2030,0.1316,0.1316,Rutovitz Table 9 decline to 2030,Oil,0.94,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.1316
Rutovitz 2015,Oil and diesel,O&M,Direct,job/MW,2050,0.12660827586206896,0.126608275862,CAPEX/OPEX ratio projection using proxy mapping,Oil,,SCGT (GAS),,OPEX 2050/2030=0.9620689655172414,2030,2050,0.126608275862
Rutovitz 2015,Onshore wind,Construction,Direct,job-yr/MW,2015,6.7,6.7,Original,,,,,,2015,2015,6.7
Rutovitz 2015,Onshore wind,Construction,Direct,job-yr/MW,2030,6.365,6.365,Rutovitz Table 9 decline to 2030,Wind onshore,0.95,,,Rutovitz Table 9 Latin America 2030,2015,2030,6.365
Rutovitz 2015,Onshore wind,Construction,Direct,job-yr/MW,2050,6.027356601045854,6.02735660105,CAPEX/OPEX ratio projection,Wind onshore,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,6.02735660105
Rutovitz 2025,Onshore wind,Construction,Direct,job-yr/MW,2024,2.65,2.65,Original,,,,,,2024,2024,2.65
Rutovitz 2025,Onshore wind,Construction,Direct,job-yr/MW,2030,2.5149202012625453,2.51492020126,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2030/2024=0.94902649104247,2024,2030,2.51492020126
Rutovitz 2025,Onshore wind,Construction,Direct,job-yr/MW,2050,2.3815115280728,2.38151152807,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,2.38151152807
I-JEDI,Onshore wind,Construction&Manufacturing,Direct,job-yr/MW,2024,7.247,7.247,Original,,,,,,2024,2024,7.247
I-JEDI,Onshore wind,Construction&Manufacturing,Direct,job-yr/MW,2030,6.877594980584781,6.87759498058,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2030/2024=0.94902649104247,2024,2030,6.87759498058
I-JEDI,Onshore wind,Construction&Manufacturing,Direct,job-yr/MW,2050,6.512760016582484,6.51276001658,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,6.51276001658
I-JEDI,Onshore wind,Construction&Manufacturing,Indirect,job-yr/MW,2024,5.22,5.22,Original,,,,,,2024,2024,5.22
I-JEDI,Onshore wind,Construction&Manufacturing,Indirect,job-yr/MW,2030,4.953918283241693,4.95391828324,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2030/2024=0.94902649104247,2024,2030,4.95391828324
I-JEDI,Onshore wind,Construction&Manufacturing,Indirect,job-yr/MW,2050,4.691128368505666,4.69112836851,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,4.69112836851
I-JEDI,Onshore wind,Construction&Manufacturing,Induced,job-yr/MW,2024,4.044,4.044,Original,,,,,,2024,2024,4.044
I-JEDI,Onshore wind,Construction&Manufacturing,Induced,job-yr/MW,2030,3.8378631297757484,3.83786312978,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2030/2024=0.94902649104247,2024,2030,3.83786312978
I-JEDI,Onshore wind,Construction&Manufacturing,Induced,job-yr/MW,2050,3.634276460198642,3.6342764602,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,3.6342764602
Rutovitz 2015,Onshore wind,Manufacturing,Direct,job-yr/MW,2015,3.4,3.4,Original,,,,,,2015,2015,3.4
Rutovitz 2015,Onshore wind,Manufacturing,Direct,job-yr/MW,2030,3.23,3.23,Rutovitz Table 9 decline to 2030,Wind onshore,0.95,,,Rutovitz Table 9 Latin America 2030,2015,2030,3.23
Rutovitz 2015,Onshore wind,Manufacturing,Direct,job-yr/MW,2050,3.05865857366506,3.05865857367,CAPEX/OPEX ratio projection,Wind onshore,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,3.05865857367
Rutovitz 2025,Onshore wind,Manufacturing,Direct,job-yr/MW,2024,1.54,1.54,Original,,,,,,2024,2024,1.54
Rutovitz 2025,Onshore wind,Manufacturing,Direct,job-yr/MW,2030,1.4615007962054039,1.46150079621,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2030/2024=0.94902649104247,2024,2030,1.46150079621
Rutovitz 2025,Onshore wind,Manufacturing,Direct,job-yr/MW,2050,1.3839727370687214,1.38397273707,CAPEX/OPEX ratio projection,,,Wind Onshore,,CAPEX 2050/2030=0.9469531187817524,2030,2050,1.38397273707
I-JEDI,Onshore wind,O&M,Direct,job/MW,2024,0.03,0.03,Original,,,,,,2024,2024,0.03
I-JEDI,Onshore wind,O&M,Direct,job/MW,2030,0.028467153284671524,0.0284671532847,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2030/2024=0.9489051094890508,2024,2030,0.0284671532847
I-JEDI,Onshore wind,O&M,Direct,job/MW,2050,0.026934306569343053,0.0269343065693,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2050/2030=0.946153846153846,2030,2050,0.0269343065693
Rutovitz 2015,Onshore wind,O&M,Direct,job/MW,2015,0.6,0.6,Original,,,,,,2015,2015,0.6
Rutovitz 2015,Onshore wind,O&M,Direct,job/MW,2030,0.57,0.57,Rutovitz Table 9 decline to 2030,Wind onshore,0.95,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.57
Rutovitz 2015,Onshore wind,O&M,Direct,job/MW,2050,0.5393076923076922,0.539307692308,CAPEX/OPEX ratio projection,Wind onshore,,Wind Onshore,,OPEX 2050/2030=0.946153846153846,2030,2050,0.539307692308
Rutovitz 2025,Onshore wind,O&M,Direct,job/MW,2024,0.21,0.21,Original,,,,,,2024,2024,0.21
Rutovitz 2025,Onshore wind,O&M,Direct,job/MW,2030,0.19927007299270066,0.199270072993,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2030/2024=0.9489051094890508,2024,2030,0.199270072993
Rutovitz 2025,Onshore wind,O&M,Direct,job/MW,2050,0.18854014598540136,0.188540145985,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2050/2030=0.946153846153846,2030,2050,0.188540145985
I-JEDI,Onshore wind,O&M,Indirect,job/MW,2024,0.043,0.043,Original,,,,,,2024,2024,0.043
I-JEDI,Onshore wind,O&M,Indirect,job/MW,2030,0.040802919708029184,0.040802919708,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2030/2024=0.9489051094890508,2024,2030,0.040802919708
I-JEDI,Onshore wind,O&M,Indirect,job/MW,2050,0.03860583941605838,0.0386058394161,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2050/2030=0.946153846153846,2030,2050,0.0386058394161
I-JEDI,Onshore wind,O&M,Induced,job/MW,2024,0.0448,0.0448,Original,,,,,,2024,2024,0.0448
I-JEDI,Onshore wind,O&M,Induced,job/MW,2030,0.04251094890510947,0.0425109489051,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2030/2024=0.9489051094890508,2024,2030,0.0425109489051
I-JEDI,Onshore wind,O&M,Induced,job/MW,2050,0.040221897810218954,0.0402218978102,CAPEX/OPEX ratio projection,,,Wind Onshore,,OPEX 2050/2030=0.946153846153846,2030,2050,0.0402218978102
Rutovitz 2025,Pumped hydro storage,Construction,Direct,job-yr/MW,2024,7.18,7.18,Original,,,,,,2024,2024,7.18
Rutovitz 2025,Pumped hydro storage,Construction,Direct,job-yr/MW,2030,7.167143167831494,7.16714316783,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,CAPEX 2030/2024=0.998209354851183,2024,2030,7.16714316783
Rutovitz 2025,Pumped hydro storage,Construction,Direct,job-yr/MW,2050,7.13066733067205,7.13066733067,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,CAPEX 2050/2030=0.994910686684318,2030,2050,7.13066733067
Rutovitz 2025,Pumped hydro storage,Manufacturing,Direct,job-yr/MW,2024,6.4,6.4,Original,,,,,,2024,2024,6.4
Rutovitz 2025,Pumped hydro storage,Manufacturing,Direct,job-yr/MW,2030,6.388539871047572,6.38853987105,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,CAPEX 2030/2024=0.998209354851183,2024,2030,6.38853987105
Rutovitz 2025,Pumped hydro storage,Manufacturing,Direct,job-yr/MW,2050,6.356026590014084,6.35602659001,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,CAPEX 2050/2030=0.994910686684318,2030,2050,6.35602659001
Rutovitz 2025,Pumped hydro storage,O&M,Direct,job/MW,2024,0.08,0.08,Original,,,,,,2024,2024,0.08
Rutovitz 2025,Pumped hydro storage,O&M,Direct,job/MW,2030,0.08,0.08,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,OPEX 2030/2024=1.0,2024,2030,0.08
Rutovitz 2025,Pumped hydro storage,O&M,Direct,job/MW,2050,0.07933333333333335,0.0793333333333,CAPEX/OPEX ratio projection,,,Hydro pumped storage,,OPEX 2050/2030=0.9916666666666668,2030,2050,0.0793333333333
Rutovitz 2025,Rooftop solar PV,Construction,Direct,job-yr/MW,2024,4.19,4.19,Original,,,,,,2024,2024,4.19
Rutovitz 2025,Rooftop solar PV,Construction,Direct,job-yr/MW,2030,2.8901567452567436,2.89015674526,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,2.89015674526
Rutovitz 2025,Rooftop solar PV,Construction,Direct,job-yr/MW,2050,1.940732294562883,1.94073229456,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,1.94073229456
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2024,9328,9.328,Original,,,,,,2024,2024,9.328
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2030,6.434220076313819,6.43422007631,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,6.43422007631
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,4.320561060544766,4.32056106054,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,4.32056106054
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2024,10.8,10.8,Original,,,,,,2024,2024,10.8
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2030,7.449568698991129,7.44956869899,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,7.44956869899
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2050,5.002364864267097,5.00236486427,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,5.00236486427
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2024,10,10,Original,,,,,,2024,2024,10
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2030,6.897748795362157,6.89774879536,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,6.89774879536
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2050,4.631819318765831,4.63181931877,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,4.63181931877
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2024,2.86,2.86,Original,,,,,,2024,2024,2.86
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2030,1.9727561554735766,1.97275615547,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,1.97275615547
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2050,1.3247003251670275,1.32470032517,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,1.32470032517
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2024,0.3,0.3,Original,,,,,,2024,2024,0.3
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2030,0.2576470588235294,0.257647058824,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.257647058824
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2050,0.21705882352941175,0.217058823529,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.217058823529
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2024,0.13,0.13,Original,,,,,,2024,2024,0.13
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2030,0.1116470588235294,0.111647058824,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.111647058824
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2050,0.09405882352941176,0.0940588235294,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.0940588235294
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2024,0.105,0.105,Original,,,,,,2024,2024,0.105
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2030,0.09017647058823529,0.0901764705882,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.0901764705882
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2050,0.07597058823529412,0.0759705882353,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.0759705882353
JEDI-US,Rooftop solar PV,O&M,Induced,job/MW,2024,0.101,0.101,Original,,,,,,2024,2024,0.101
